,station_id,name,capacity,lat,lon,community,no_classic_count,no_docks_count,problem_count,total_count,pct_no_classic,pct_no_docks,pct_problem,bin_no_classic,bin_no_docks,bin_problem
48,1563698684026425330,Central Ave & Parker Ave,9,41.9301785,-87.7661217,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
49,1563698688321392628,Long Ave & Belmont Ave,9,41.9383071,-87.761663,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
50,1563698688321392630,Long Ave & Belden Ave,9,41.9227049,-87.760954,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
51,1563698701206292480,Lamon Ave & Belmont Ave,9,41.9390108,-87.7492834,PORTAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
52,1563698701206292482,Cicero Ave & Grace St,6,41.94973,-87.7469526,PORTAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
53,1563698705501259788,Kilpatrick Ave & Parker Ave,9,41.930736,-87.744082,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
54,1563698709796227088,Kilbourn & Belden,9,41.922352,-87.739024,HERMOSA,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
55,1563698718386161684,Mason Ave & Belmont Ave,9,41.9383682,-87.7725029,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
56,1563698718386161690,Oak Park & Wellington,9,41.934586,-87.7959613,MONTCLARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
57,1563698718386161692,Mulligan Ave & Wellington Ave,9,41.9347409,-87.7844017,BELMONT CRAGIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
58,1563698722681128992,Sayre & Diversey,9,41.9310084,-87.8010646,MONTCLARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
59,1571105042230683636,Oketo Ave & Addison St,9,41.9449659,-87.8118989,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
60,1571105042230683640,Panama Ave & Grace St,9,41.9476665,-87.829258,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
61,1571105046525650938,Shabbona Park,9,41.944847,-87.799326,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
62,1571105050820616194,Central Ave & Roscoe St,9,41.942258,-87.7669331,PORTAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
63,1571105050820616196,Narragansett Ave & School St,9,41.940128,-87.7864806,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
64,1571105055115583496,Long & Irving Park,9,41.953038,-87.7621632,PORTAGE PARK,24,24,24,24,100.0,100.0,100.0,100%,100%,100%
65,1571105055115583500,Roscoe & Harlem,9,41.9416062,-87.8072964,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
66,1571105055115583502,Orange & Addison,9,41.9448846,-87.82423,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
67,1571105059410550802,Plainfield & Irving Park,9,41.952037,-87.833283,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
68,1571105059410550806,Harlem & Irving Park,9,41.9532568,-87.8071434,DUNNING,24,24,24,24,100.0,100.0,100.0,100%,100%,100%
69,1571105063705518104,Harlem Ave & Grace St,9,41.9488531,-87.806938,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
70,1571105063705518106,Meade Ave & Addison St,9,41.9459174,-87.7788824,DUNNING,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
71,1571105068000485406,Narragansett & Irving Park,9,41.952614,-87.7853829,DUNNING,24,11,24,24,100.0,45.833333333333336,100.0,100%,30-99%,100%
72,1575949489503728316,Monticello Ave & Chicago Ave,6,41.8952089,-87.7174329,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
73,1575949493798695614,Lamon Ave & Chicago Ave,9,41.8952,-87.748223,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
74,1575949493798695616,Kildare Ave & Division St,9,41.902393,-87.733598,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
75,1575949498093662914,Lavergne Ave & Division St,9,41.902513,-87.750869,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
76,1575949498093662918,Menard Ave & Division St,9,41.902269,-87.7704807,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
77,1575949502388630222,Leamington Ave & Hirsch St,9,41.9058405,-87.7548602,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
78,1575949506683597522,Major Ave & Bloomingdale Ave,9,41.9125923,-87.7686995,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
79,1575949506683597526,Narragansett & McLean,9,41.9158931,-87.7851104,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
80,1575949510978564828,North Ave & New England Ave,9,41.9092204,-87.7971406,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
81,1575949510978564830,Central Park Ave & Ohio St,9,41.8918718,-87.7163879,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
82,1575949515273532128,Central Park & Augusta Blvd,9,41.8989108,-87.7164901,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
83,1575949515273532130,Kildare Ave & Chicago Ave,9,41.8954359,-87.7335726,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
84,1575949519568499428,Hamlin Ave & Grand Ave,9,41.904035,-87.721563,HUMBOLDT PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
85,1575949519568499430,Augusta Blvd & Laramie Ave,9,41.8986607,-87.7554551,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
86,1575949523863466730,Long Ave & North Ave,9,41.909212,-87.760999,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
87,1575949528158434034,Bloomingdale Ave & Harlem Ave,9,41.9120739,-87.8057657,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
88,1575949528657471478,Menard Ave & North Ave,9,41.9097167,-87.7702037,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
89,1575949532952438778,Nordica & Medill,9,41.922278,-87.8020357,MONTCLARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
90,1582242276682913304,Rockwell St & 57th St,6,41.7903484,-87.6889201,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
91,1582242280977880602,St Louis Ave & 59th St,9,41.785987,-87.7105616,CHICAGO LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
92,1582242280977880604,Richmond St & 59th St,9,41.7865155,-87.6973314,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
93,1582242285272847904,Maplewood Ave & 59th St,9,41.7863375,-87.6874351,CHICAGO LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
94,1582242289567815208,Rockwell St & 63rd St,6,41.7787905,-87.6885894,CHICAGO LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
95,1582242289567815212,Homan Ave & 65th St,9,41.775144,-87.708129,CHICAGO LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
96,1582242293862782510,Rockwell St & Archer Ave,9,41.823324,-87.689685,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
97,1582242293862782512,Fairfield Ave & 44th St,9,41.813617,-87.6932272,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
98,1582242298157749812,Francisco Ave & 47th St,9,41.8084245,-87.696619,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
99,1582242298157749814,Kedzie Ave & 48th Pl,12,41.8047515,-87.7041145,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
100,1582242302452717114,Campbell Ave & 51st St,9,41.8009585,-87.6867556,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
101,1582242302452717116,Kedzie Ave & 52nd St,9,41.7990641,-87.703446,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
102,1582242306747684414,St Louis Ave & Norman Bobbins Ave,9,41.794422,-87.71137,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
103,1582242306747684418,Artesian Ave & 55th St,12,41.7940135,-87.685807,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
104,1582242311042651716,Spaulding Ave & 63rd St,1,41.7791655,-87.7056392,CHICAGO LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
105,1582242311042651720,Hoyne Ave & 34th St,9,41.8320245,-87.6778387,MCKINLEY PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
106,1582242315337619018,Kedzie Ave & 45th St,6,41.8113904,-87.7040052,BRIGHTON PARK,24,3,24,24,100.0,12.5,100.0,100%,1-14%,100%
107,1582242315337619020,California Ave & 36th St,9,41.8282301,-87.6945422,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
108,1582242319632586318,Sacramento Ave & Pershing Rd,9,41.8222791,-87.6996576,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
109,1582242319632586320,Archer Ave & 43rd St,6,41.8154913,-87.7024412,BRIGHTON PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
110,1582242323927553620,Kedzie Ave & 57th St,9,41.789944,-87.703233,GAGE PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
111,1582242323927553626,Western Ave & 62nd St,1,41.780985,-87.6834204,CHICAGO LAWN,24,24,24,24,100.0,100.0,100.0,100%,100%,100%
112,1591541115825893018,MTV Hubbard St,6,41.8897772,-87.680351,WEST TOWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
113,1593766334653391752,Pulaski Rd & 51st St,12,41.800434,-87.7247496,ARCHER HEIGHTS,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
114,1593766334653391756,Lavergne Ave & 46th St,9,41.80934,-87.7478312,GARFIELD RIDGE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
115,1593766338948359058,Lawler Ave & 50th St,9,41.802209,-87.7489007,GARFIELD RIDGE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
116,1593766338948359064,Kildare Ave & 55th St,9,41.793357,-87.730598,WEST ELSDON,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
117,1593766343243326364,Pulaski Rd & 60th St,9,41.784186,-87.722564,WEST LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
118,1593766347538293664,Kildare Ave & 47th St,6,41.807526,-87.7308406,ARCHER HEIGHTS,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
119,1593766347538293666,Kostner Ave & 63rd St,9,41.778747,-87.732463,WEST LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
120,1594041777104953202,Komensky Ave & 55th St,9,41.793279,-87.724189,WEST ELSDON,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
121,1594041777104953206,Hamlin Ave & 62nd Pl,12,41.779953,-87.7178221,WEST LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
122,1594041781399920504,Tripp Ave & 65th St,9,41.7749163,-87.728841,WEST LAWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
123,1594041781399920506,Springfield Ave & 47th St,9,41.8080713,-87.7212202,ARCHER HEIGHTS,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
124,1594041785694887804,Pulaski & Ann Lurie Pl,9,41.8162761,-87.7246058,ARCHER HEIGHTS,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
125,1594041785694887806,Kenneth Ave & 50th St,6,41.8023156,-87.7344142,ARCHER HEIGHTS,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
126,1594046362333434512,Damen Ave & 33rd St,9,41.834108,-87.67559,MCKINLEY PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
127,1594046370923369112,Campbell Ave & Augusta Blvd,9,41.899578,-87.689497,WEST TOWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
128,1594046370923369114,Francisco Ave & Chicago Ave,9,41.895745,-87.698653,WEST TOWN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
129,1594046379513303716,Sacramento Blvd & Fulton Ave,9,41.886528,-87.70167,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
130,1594046379513303720,Western Ave & Lake St,6,41.884606,-87.685853,NEAR WEST SIDE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
131,1594046383808271020,Washtenaw Ave & Madison St,9,41.881286,-87.69396,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
132,1594046383808271024,Troy St & Jackson Blvd,9,41.877505,-87.70485,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
133,1594046388103238324,Mozart St & Jackson Blvd,6,41.877507,-87.6974,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
134,1594046388103238326,Sacramento Blvd & Polk St,9,41.870959,-87.700259,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
135,1594046392398205624,Washtenaw Ave & Polk St,9,41.8711028,-87.693683,EAST GARFIELD PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
136,1594046392398205628,Albany Ave & Douglas Blvd,9,41.86314,-87.703022,NORTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
137,1594046396693172926,Albany Ave & 16th St,9,41.85936,-87.70302,NORTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
138,1594046400988140226,Sacramento Ave & 25th St,9,41.846506,-87.700139,SOUTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
139,1594046400988140228,Rockwell St & Cermak Rd,9,41.851644,-87.690621,SOUTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
140,1594046405283107528,California & 16th St,9,41.859228,-87.695562,NORTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
141,1594046405283107532,Whipple St & Roosevelt Rd,9,41.866554,-87.701329,NORTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
142,1594046409578074830,Milwaukee Ave & Fullerton Ave,9,41.924691,-87.70055,LOGAN SQUARE,24,2,24,24,100.0,8.333333333333334,100.0,100%,1-14%,100%
143,1594046409578074834,Francisco Ave & Bloomingdale Ave,9,41.913959,-87.699368,LOGAN SQUARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
144,1594046413873042132,Western Ave & Grace St,9,41.95039,-87.688234,NORTH CENTER,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
145,1594046413873042136,Sacramento Blvd & Addison St,9,41.94609,-87.702988,AVONDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
146,1594046418168009436,Elston Ave & Henderson St,9,41.941499,-87.701051,AVONDALE,24,11,24,24,100.0,45.833333333333336,100.0,100%,30-99%,100%
147,1594046418168009438,Albany Ave & Belmont Ave,9,41.939638,-87.705263,AVONDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
148,1594046422462976736,Rockwell St & Fletcher St,9,41.938689,-87.692972,AVONDALE,24,18,24,24,100.0,75.0,100.0,100%,30-99%,100%
149,1594046422462976738,Kedzie Ave & George St,9,41.933886,-87.707262,AVONDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
150,1594046426757944042,Western Ave & Berteau Ave,6,41.95774,-87.688273,NORTH CENTER,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
151,1594046431052911340,Campbell Ave & Irving Park Rd,9,41.953634,-87.690782,NORTH CENTER,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
152,1594046435347878642,Virginia Ave & Catalpa Ave,9,41.9812456,-87.7048924,LINCOLN SQUARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
153,1594046435347878644,Lincoln Ave & Balmoral Ave,9,41.979461,-87.693013,LINCOLN SQUARE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
154,1594046439642845942,California Ave & Winona St,6,41.974712,-87.697852,LINCOLN SQUARE,24,15,24,24,100.0,62.5,100.0,100%,30-99%,100%
155,1594046439642845944,N Shore Channel Trail & Argyle St,9,41.972177,-87.702749,LINCOLN SQUARE,24,8,24,24,100.0,33.333333333333336,100.0,100%,30-99%,100%
156,1594046443937813244,Western Ave & Gunnison St,9,41.969659,-87.68955,LINCOLN SQUARE,24,7,24,24,100.0,29.166666666666668,100.0,100%,15-29%,100%
157,1594046448232780546,Troy Ave & 27th St,9,41.84265,-87.70401,SOUTH LAWNDALE,24,24,24,24,100.0,100.0,100.0,100%,100%,100%
158,1594046448232780548,California Ave & 29th St,9,41.840222,-87.694129,SOUTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
159,1594046448262943690,Francisco Ave & Montrose Ave,9,41.9610471,-87.700901,IRVING PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
160,1594046452527747848,Elston Ave & George St,9,41.934003,-87.690823,AVONDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
161,1594046456822715150,Francisco Ave & Hollywood Ave,9,41.984746,-87.701593,WEST RIDGE,24,5,24,24,100.0,20.833333333333332,100.0,100%,15-29%,100%
162,1594046456822715152,Richmond St & Lincoln Ave,6,41.988281,-87.703034,WEST RIDGE,24,16,24,24,100.0,66.66666666666667,100.0,100%,30-99%,100%
163,1594046456830870690,Troy St & Grace St,9,41.950244,-87.706489,IRVING PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
164,1594046461117682452,Washtenaw Ave & Peterson Ave,9,41.99066,-87.697075,WEST RIDGE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
165,1594046465420805300,Western Ave & Ardmore Ave,9,41.9867636,-87.6898796,WEST RIDGE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
166,1606778059648526978,Whipple/Irving Park,9,41.954189,-87.704448,IRVING PARK,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
167,1622723153590485808,Mayfield & Roosevelt Rd,9,41.8658158,-87.7717805,AUSTIN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
168,1622724289952663440,La Villita Park (Albany/30th),9,41.8392528,-87.7020207,SOUTH LAWNDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
169,1753333909108677614,Hastings LWS,6,41.8635164,-87.6797485,NEAR WEST SIDE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
170,1754781885939323186,Stony Island Ave & 63rd St,11,41.780506,-87.586853,WOODLAWN,5,0,5,24,20.833333333333332,0.0,20.833333333333332,15-29%,0%,15-29%
171,1775509322900183222,Elizabeth St & Randolph St,11,41.884336,-87.658902,NEAR WEST SIDE,2,0,2,24,8.333333333333334,0.0,8.333333333333334,1-14%,0%,1-14%
172,1789242536879942642,Halsted St & Fulton St,19,41.886871,-87.648089,NEAR WEST SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
173,1799277526470631980,Lincoln Ave & Byron St,15,41.952372,-87.677296,NORTH CENTER,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
174,1838613156025764214,Drexel Ave & 60th St,15,41.785861,-87.604553,WOODLAWN,1,0,1,24,4.166666666666667,0.0,4.166666666666667,1-14%,0%,1-14%
175,1850866657089146912,Blackstone Ave & 59th St,19,41.787877,-87.590461,HYDE PARK,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
