num_bikes_disabled,num_scooters_available,num_docks_available,num_docks_disabled,is_installed,is_renting,num_bikes_available,num_scooters_unavailable,num_ebikes_available,station_id,is_returning,timestamp,n_classic,n_electric,n_scooters,is_no_classic,is_no_docks,is_problem_station,name,lat,lon,capacity,is_public_rack
0,0.0,4,0,1,1,7,0.0,1,da9e6779-5056-4d45-bae3-9dc325ed2807,1,11/16/2023 08:54 PM,6,1,0,False,False,False,Hale Ave & 107th St,41.699206168127674,-87.66891896724701,11,False
1,0.0,18,0,1,1,0,0.0,0,a3a795d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,0,0,0,True,False,True,Michigan Ave & Madison St,41.882134,-87.625125,19,False
1,0.0,18,0,1,1,0,0.0,0,a3a795d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,0,0,0,True,False,True,Michigan Ave & Madison St,41.882134,-87.625125,19,False
1,0.0,18,0,1,1,0,0.0,0,a3a795d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,0,0,0,True,False,True,Michigan Ave & Madison St,41.882134,-87.625125,19,False
1,0.0,18,0,1,1,0,0.0,0,a3a795d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,0,0,0,True,False,True,Michigan Ave & Madison St,41.882134,-87.625125,19,False
4,0.0,16,0,1,1,7,0.0,4,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,3,4,0,False,False,False,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27,False
4,0.0,15,0,1,1,8,0.0,4,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,4,4,0,False,False,False,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27,False
4,0.0,15,0,1,1,8,0.0,4,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,4,4,0,False,False,False,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27,False
4,0.0,15,0,1,1,8,0.0,4,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,4,4,0,False,False,False,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,27,False
0,0.0,7,0,1,1,4,0.0,0,a3b23785-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,4,0,0,False,False,False,Ashland Ave & 63rd St,41.779374,-87.664843,11,False
0,0.0,7,0,1,1,4,0.0,0,a3b23785-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,4,0,0,False,False,False,Ashland Ave & 63rd St,41.779374,-87.664843,11,False
0,0.0,7,0,1,1,4,0.0,0,a3b23785-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,4,0,0,False,False,False,Ashland Ave & 63rd St,41.779374,-87.664843,11,False
0,0.0,7,0,1,1,4,0.0,0,a3b23785-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,4,0,0,False,False,False,Ashland Ave & 63rd St,41.779374,-87.664843,11,False
1,0.0,4,1,1,1,5,0.0,1,a3b222fc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,4,1,0,False,False,False,Racine Ave & Garfield Blvd,41.794228,-87.655073,11,False
1,0.0,4,1,1,1,5,0.0,1,a3b222fc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,4,1,0,False,False,False,Racine Ave & Garfield Blvd,41.794228,-87.655073,11,False
1,0.0,4,1,1,1,5,0.0,1,a3b222fc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,4,1,0,False,False,False,Racine Ave & Garfield Blvd,41.794228,-87.655073,11,False
1,0.0,4,1,1,1,5,0.0,1,a3b222fc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,4,1,0,False,False,False,Racine Ave & Garfield Blvd,41.794228,-87.655073,11,False
0,2.0,28,0,1,1,1,0.0,1,a3a614ad-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,0,1,2,True,False,True,McClurg Ct & Erie St,41.894503,-87.617854,31,False
0,2.0,28,0,1,1,1,0.0,1,a3a614ad-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,0,1,2,True,False,True,McClurg Ct & Erie St,41.894503,-87.617854,31,False
0,2.0,28,0,1,1,1,0.0,1,a3a614ad-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,0,1,2,True,False,True,McClurg Ct & Erie St,41.894503,-87.617854,31,False
0,2.0,28,0,1,1,1,0.0,1,a3a614ad-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,0,1,2,True,False,True,McClurg Ct & Erie St,41.894503,-87.617854,31,False
0,0.0,9,0,1,1,5,1.0,0,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:40 PM,5,0,0,False,False,False,Larrabee St & Menomonee St,41.91468,-87.64332,15,False
0,0.0,9,0,1,1,5,1.0,0,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,5,0,0,False,False,False,Larrabee St & Menomonee St,41.91468,-87.64332,15,False
0,0.0,9,0,1,1,5,1.0,0,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,5,0,0,False,False,False,Larrabee St & Menomonee St,41.91468,-87.64332,15,False
0,0.0,9,0,1,1,5,1.0,0,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,5,0,0,False,False,False,Larrabee St & Menomonee St,41.91468,-87.64332,15,False
0,2.0,5,0,1,1,8,0.0,3,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,5,3,2,False,False,False,Racine Ave & 18th St,41.858166,-87.656495,15,False
0,2.0,5,0,1,1,8,0.0,3,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,5,3,2,False,False,False,Racine Ave & 18th St,41.858166,-87.656495,15,False
0,2.0,5,0,1,1,8,0.0,3,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,5,3,2,False,False,False,Racine Ave & 18th St,41.858166,-87.656495,15,False
0,2.0,5,0,1,1,8,0.0,3,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,5,3,2,False,False,False,Racine Ave & 18th St,41.858166,-87.656495,15,False
1,0.0,7,0,1,1,7,0.0,1,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:39 PM,6,1,0,False,False,False,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,False
1,0.0,7,0,1,1,7,0.0,1,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,6,1,0,False,False,False,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,False
1,0.0,7,0,1,1,7,0.0,1,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,6,1,0,False,False,False,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,False
1,0.0,7,0,1,1,7,0.0,1,a3ac30c5-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,6,1,0,False,False,False,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,False
0,0.0,6,0,1,1,9,0.0,2,1799277526470631980,1,11/16/2023 08:39 PM,7,2,0,False,False,False,Lincoln Ave & Byron St,41.952372,-87.677296,15,False
0,0.0,6,0,1,1,9,0.0,2,1799277526470631980,1,11/16/2023 08:48 PM,7,2,0,False,False,False,Lincoln Ave & Byron St,41.952372,-87.677296,15,False
0,0.0,5,0,1,1,10,0.0,3,1799277526470631980,1,11/16/2023 08:54 PM,7,3,0,False,False,False,Lincoln Ave & Byron St,41.952372,-87.677296,15,False
0,0.0,5,0,1,1,10,0.0,3,1799277526470631980,1,11/16/2023 08:54 PM,7,3,0,False,False,False,Lincoln Ave & Byron St,41.952372,-87.677296,15,False
0,0.0,0,0,1,1,11,0.0,8,a3addda0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:40 PM,3,8,0,False,True,True,Kedzie Ave & 24th St,41.848193,-87.705412,11,False
0,0.0,0,0,1,1,11,0.0,8,a3addda0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,3,8,0,False,True,True,Kedzie Ave & 24th St,41.848193,-87.705412,11,False
0,0.0,0,0,1,1,11,0.0,8,a3addda0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,8,0,False,True,True,Kedzie Ave & 24th St,41.848193,-87.705412,11,False
0,0.0,0,0,1,1,11,0.0,8,a3addda0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,8,0,False,True,True,Kedzie Ave & 24th St,41.848193,-87.705412,11,False
2,0.0,7,0,1,1,5,0.0,2,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:40 PM,3,2,0,False,False,False,Western Ave & Lunt Ave,42.0085943972,-87.6904922389,15,False
2,0.0,7,0,1,1,5,0.0,2,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,3,2,0,False,False,False,Western Ave & Lunt Ave,42.0085943972,-87.6904922389,15,False
2,0.0,7,0,1,1,5,0.0,2,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,2,0,False,False,False,Western Ave & Lunt Ave,42.0085943972,-87.6904922389,15,False
2,0.0,7,0,1,1,5,0.0,2,a3af5d1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,2,0,False,False,False,Western Ave & Lunt Ave,42.0085943972,-87.6904922389,15,False
0,0.0,2,0,1,1,13,0.0,11,ff21c158-de98-46c6-9ef7-7082bdb7c634,1,11/16/2023 08:40 PM,2,11,0,False,False,False,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15,False
0,0.0,2,0,1,1,13,0.0,11,ff21c158-de98-46c6-9ef7-7082bdb7c634,1,11/16/2023 08:48 PM,2,11,0,False,False,False,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15,False
0,0.0,2,0,1,1,13,0.0,11,ff21c158-de98-46c6-9ef7-7082bdb7c634,1,11/16/2023 08:54 PM,2,11,0,False,False,False,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15,False
0,0.0,2,0,1,1,13,0.0,11,ff21c158-de98-46c6-9ef7-7082bdb7c634,1,11/16/2023 08:54 PM,2,11,0,False,False,False,Hegewisch Metra Station,41.64850076266409,-87.54608988761902,15,False
0,,15,0,1,1,0,,0,a3a965b2-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:40 PM,0,0,0,True,False,True,Hermitage Ave & Polk St,41.871514,-87.669886,15,False
0,,15,0,1,1,0,,0,a3a965b2-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,0,0,0,True,False,True,Hermitage Ave & Polk St,41.871514,-87.669886,15,False
0,,15,0,1,1,0,,0,a3a965b2-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,0,0,0,True,False,True,Hermitage Ave & Polk St,41.871514,-87.669886,15,False
0,,15,0,1,1,0,,0,a3a965b2-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,0,0,0,True,False,True,Hermitage Ave & Polk St,41.871514,-87.669886,15,False
1,0.0,5,0,1,1,17,0.0,0,a3ae87fa-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:40 PM,17,0,0,False,False,False,Sheridan Rd & Loyola Ave,42.00104377979,-87.6611982433,23,False
1,0.0,5,0,1,1,17,0.0,0,a3ae87fa-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,17,0,0,False,False,False,Sheridan Rd & Loyola Ave,42.00104377979,-87.6611982433,23,False
